src_ip,dst_ip,src_port,dst_port,proto,dur,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sinpkt,dinpkt,smean,dmean,total_packets,total_bytes,total_load
175.45.176.2,149.171.126.11,8589,80,tcp,0.6988708972930908,10,6,726,364,22.894071082330328,8310.547802885909,4166.72093698412,0.07350375917222765,0.11919398307800293,72.6,60.666666666666664,16,1090,1559.6585924837536
59.166.0.2,149.171.126.4,62539,14577,tcp,0.04998898506164551,48,50,3742,31306,1960.4318807262875,598851.9263410423,5010063.710858543,0.0010566812880495762,0.001008612768990653,77.95833333333333,626.12,98,35048,701114.4546499483
59.166.0.2,149.171.126.8,20188,18074,tcp,0.11786198616027832,68,70,5102,60580,1170.8609747364717,346303.3445278538,4111927.991277417,0.0017544475953970382,0.0017006224480228148,75.02941176470588,865.4285714285714,138,65682,557278.9169756589
59.166.0.7,149.171.126.1,20085,5190,tcp,0.006974935531616211,22,14,1822,1952,5161.338027687575,2089768.4192103914,2238873.7400102546,0.00033213978721981956,0.0004446873298058143,82.81818181818181,139.42857142857142,36,3774,541080.2699025808
59.166.0.4,149.171.126.9,22725,53,udp,0.001116037368774414,2,2,162,194,3584.109378337962,1161251.4385814997,1390634.4387951293,8.106231689453125e-06,5.0067901611328125e-06,81.0,97.0,4,356,318985.73467207863
59.166.0.4,149.171.126.7,62219,21,tcp,0.02335381507873535,52,54,3766,4606,4538.872969689545,1290067.5927434587,1577815.0111992487,0.0004520369511024625,0.0004311687541457842,72.42307692307692,85.29629629629629,106,8372,358485.3254928384
59.166.0.4,149.171.126.7,25286,25740,tcp,0.002852916717529297,6,8,416,1954,4907.258565936821,1166525.4648169815,5479304.707337456,0.0005072116851806641,0.000337566648210798,69.33333333333333,244.25,14,2370,830728.7715193047
59.166.0.4,149.171.126.7,26246,11922,tcp,0.004676103591918945,8,12,552,9016,4277.0652118492835,944375.9987763219,15424807.980013257,0.0006261553083147321,0.0003809928894042969,69.0,751.3333333333334,20,9568,2046147.9973486974
59.166.0.4,149.171.126.7,27140,23183,tcp,0.004950046539306641,14,6,9152,416,4040.3660533667276,14790972.048164917,672316.9112802235,0.00038077281071589544,0.0008796215057373047,653.7142857142857,69.33333333333333,20,9568,1932911.1199306424
59.166.0.8,149.171.126.7,25158,53,udp,0.0010669231414794922,2,2,178,210,3749.0985474860336,1334679.082905028,1574621.389944134,7.867813110351562e-06,4.0531158447265625e-06,89.0,105.0,4,388,363662.5591061452
59.166.0.8,149.171.126.6,27145,25,tcp,0.02418994903564453,52,40,38204,3916,3803.2324857086537,12634669.03339247,1295083.3403508773,0.0004675107843735639,0.0006070748353615785,734.6923076923077,97.9,92,42120,1741219.0467179185
175.45.176.1,149.171.126.13,1090,179,tcp,0.6818709373474121,20,8,17586,482,41.06348938836507,206326.43553822517,5655.029110054847,0.03394242336875514,0.08876143183026995,879.3,60.25,28,18068,26497.683081035004
59.166.0.5,149.171.126.1,61364,5190,tcp,0.004366874694824219,22,14,1822,1952,8243.882070321031,3337856.251583315,3576012.8447259227,0.0002079464140392485,0.0002779227036696214,82.81818181818181,139.42857142857142,36,3774,864233.6370386548
59.166.0.5,149.171.126.5,31594,1582,tcp,0.022995948791503906,48,50,3742,31306,4261.620204868743,1301794.5148260274,10890961.806826193,0.00048089027404785156,0.0004575739101487763,77.95833333333333,626.12,98,35048,1524094.5402065276
59.166.0.5,149.171.126.4,47747,50186,tcp,0.03517603874206543,68,70,5102,60580,3923.125085570595,1160335.315164126,13777560.445441544,0.0005196564233125146,0.0005021751790806867,75.02941176470588,865.4285714285714,138,65682,1867236.9700757088
59.166.0.2,149.171.126.5,30076,53,udp,0.0010650157928466797,2,2,178,210,3755.8128497873295,1337069.3745242893,1577441.3969106784,8.106231689453125e-06,5.0067901611328125e-06,89.0,105.0,4,388,364313.8464293709
59.166.0.2,149.171.126.9,31828,25,tcp,0.3827030658721924,52,42,38100,4052,245.62123584186875,796439.9221766128,84702.7444792555,0.007497413485657935,0.009321416296610019,732.6923076923077,96.47619047619048,94,42152,110142.83333198354
59.166.0.7,149.171.126.3,50650,53,udp,0.001104116439819336,2,2,178,210,3622.8063053336214,1289719.0446987692,1521578.6482401208,9.059906005859375e-06,5.0067901611328125e-06,89.0,105.0,4,388,351412.2116173613
59.166.0.7,149.171.126.0,32773,80,tcp,1.005953073501587,12,18,1772,10456,29.822464675786563,14092.10864146501,83152.98417333982,0.09141954508694736,0.05914159382090849,147.66666666666666,580.8888888888889,30,12228,12155.636601850603
175.45.176.2,149.171.126.11,8460,80,tcp,0.5336968898773193,10,6,726,364,29.97956387506383,10882.58168664817,5456.2806252616165,0.05929965443081326,0.08809819221496581,72.6,60.666666666666664,16,1090,2042.357788988723
175.45.176.0,149.171.126.17,18226,111,udp,9.059906005859375e-06,2,0,200,0,220752.84210526315,176602273.68421054,0.0,9.059906005859375e-06,0,100.0,0,2,200,22075284.210526317
59.166.0.1,149.171.126.5,1106,5190,tcp,0.07590699195861816,22,14,1822,1952,474.264610823018,192024.47131545306,205725.44896145136,0.003614618664696103,0.005782072360698993,82.81818181818181,139.42857142857142,36,3774,49718.74003461305
59.166.0.8,149.171.126.9,2108,53,udp,0.0010390281677246094,2,2,162,194,3849.7512620468106,1247319.4089031667,1493703.4896741624,9.059906005859375e-06,5.0067901611328125e-06,81.0,97.0,4,356,342627.86232216615
59.166.0.8,149.171.126.2,49972,143,tcp,0.7517721652984619,122,126,9762,16556,329.8871805150451,103882.5372963829,176181.03743893825,0.006210082818653958,0.006010047912597656,80.01639344262296,131.3968253968254,248,26318,35007.946841915145
59.166.0.6,149.171.126.0,3725,1491,tcp,0.015885114669799805,48,50,3742,31306,6169.297612079187,1884531.5644408423,15766206.61581641,0.0003313866067439952,0.00031181744166782925,77.95833333333333,626.12,98,35048,2206342.2725321567
59.166.0.6,149.171.126.7,5253,49373,tcp,0.028888940811157227,68,70,5102,60580,4776.914491330291,1412858.9991169358,16775969.848393567,0.00042660912471031076,0.0004110301750293676,75.02941176470588,865.4285714285714,138,65682,2273603.6059388127
59.166.0.3,149.171.126.4,43888,5190,tcp,0.004332065582275391,22,14,1822,1952,8310.123500275178,3364676.670555861,3604746.9050082555,0.00020628883725120906,0.0002768406501183143,82.81818181818181,139.42857142857142,36,3774,871177.9469455145
59.166.0.5,149.171.126.8,42740,53,udp,0.0010590553283691406,2,2,178,210,3776.950923007654,1344594.5285907248,1586319.3876632147,8.106231689453125e-06,5.0067901611328125e-06,89.0,105.0,4,388,366364.23953174247
59.166.0.5,149.171.126.1,8717,80,tcp,2.5206708908081055,348,746,24146,1099826,434.01143877583837,76633.56636695717,3490581.8256897638,0.007263305207837899,0.00338275416585423,69.38505747126437,1474.2975871313672,1094,1123972,445901.9240070901
59.166.0.9,149.171.126.9,45784,5190,tcp,0.0058400630950927734,22,14,1822,1952,6164.316962645438,2495863.4457644415,2673943.713574199,0.0002780982426234654,0.0003983791057880108,82.81818181818181,139.42857142857142,36,3774,646225.8949173301
175.45.176.1,149.171.126.13,56616,179,tcp,0.5669279098510742,10,6,650,364,28.222283154489652,9172.242025209136,5136.455534117116,0.06117121378580729,0.09116816520690918,65.0,60.666666666666664,16,1014,1788.5871949157818
59.166.0.8,149.171.126.8,11111,22,tcp,0.020774126052856445,62,58,6920,8938,5776.41628315334,2664853.378628074,3441973.915921637,0.0003405594434894499,0.00035183889824047423,111.61290322580645,154.10344827586206,120,15858,763353.4118187139
59.166.0.5,149.171.126.5,37846,53,udp,0.0010530948638916016,2,2,178,210,3798.3282771111612,1352204.8666515735,1595297.8763866879,9.059906005859375e-06,7.152557373046875e-06,89.0,105.0,4,388,368437.84287978266
59.166.0.5,149.171.126.0,19478,80,tcp,1.0511870384216309,14,18,1908,10456,30.441775659685035,14520.726989669762,79574.80157441668,0.08082653925969051,0.06180177015416762,136.28571428571428,580.8888888888889,32,12364,11761.941070510806
175.45.176.2,149.171.126.11,8488,80,tcp,1.7047359943389893,10,8,726,482,10.558819699808998,3406.9791564717034,2261.933820136861,0.1894151104821099,0.2236931324005127,72.6,60.25,18,1208,708.6141220760705
59.166.0.0,149.171.126.3,14052,53,udp,0.0010559558868408203,2,2,178,210,3788.0370286746443,1348541.1822081734,1590975.5520433506,8.106231689453125e-06,2.86102294921875e-06,89.0,105.0,4,388,367439.5917814405
175.45.176.0,149.171.126.10,20269,80,tcp,0.46824193000793457,10,6,996,364,34.170370004516414,17016.84426224917,6219.007340821987,0.0519163343641493,0.07680621147155761,99.6,60.666666666666664,16,1360,2904.4814503838948
59.166.0.0,149.171.126.6,37143,80,tcp,3.656954050064087,318,746,22106,1099826,290.952520987064,48359.371646165695,2405993.5890760804,0.011535142122382998,0.004907966460157561,69.51572327044025,1474.2975871313672,1064,1121932,306794.1200902807
59.166.0.4,149.171.126.3,37814,5190,tcp,0.004244089126586914,22,14,1822,1952,8482.385483961576,3434423.6337284422,3679470.325487332,0.00020209948221842447,0.00027214563809908356,82.81818181818181,139.42857142857142,36,3774,889236.7449019718
59.166.0.2,149.171.126.9,17923,5190,tcp,0.004687070846557617,22,14,1822,1952,7680.703189378911,3109831.380232972,3331718.361259474,0.000223193849836077,0.0003050840817964994,82.81818181818181,139.42857142857142,36,3774,805193.7176865558
59.166.0.7,149.171.126.3,20056,5190,tcp,0.12335896492004395,22,16,1822,2088,308.0440892530996,118159.22749876788,135409.69649694147,0.005874236424763997,0.008176867167154949,82.81818181818181,130.5,38,3910,31696.11549946367
59.166.0.4,149.171.126.0,59759,5056,tcp,0.1260700225830078,92,92,6750,85284,1459.5063618621118,428333.38880735886,5411849.589784711,0.001381934344113528,0.0013787694029755646,73.3695652173913,927.0,184,92034,730022.8723240086
175.45.176.1,149.171.126.13,64216,179,tcp,1.3051249980926514,10,6,706,364,12.259362147980369,4327.55483823707,2231.203910932427,0.13440277841356066,0.2496500015258789,70.6,60.666666666666664,16,1070,819.8448436461871
59.166.0.5,149.171.126.3,22631,111,udp,0.0045928955078125,4,4,632,376,1741.8205980066446,1100830.6179401993,654924.5448504983,0.0012003580729166667,0.0010342597961425781,158.0,94.0,8,1008,219469.39534883722
59.166.0.5,149.171.126.3,24099,23199,udp,0.0017249584197998047,4,4,592,368,4637.792950932965,2745573.426952315,1706707.805943331,0.00043431917826334637,0.0002246697743733724,148.0,92.0,8,960,556535.1541119558
59.166.0.5,149.171.126.3,61153,23897,tcp,0.005987882614135742,18,18,4424,2744,6012.141907226757,5910603.510571372,3666070.5318733826,0.0003331689273609835,0.000321051653693704,245.77777777777777,152.44444444444446,36,7168,1197084.2553055943
59.166.0.4,149.171.126.8,59218,65525,tcp,0.04383707046508789,38,40,3046,19906,1779.315980115954,555876.5615828919,3632724.502583403,0.0011762412818702491,0.0011113606966458834,80.15789473684211,497.65,78,22952,523575.13302078686
59.166.0.8,149.171.126.5,25647,5190,tcp,0.013949155807495117,22,14,1822,1952,2580.801340010597,1044937.7869998462,1119494.2701557078,0.0006642455146426247,0.0010178455939659705,82.81818181818181,139.42857142857142,36,3774,270554.0071444443
59.166.0.5,149.171.126.0,27559,111,udp,0.0044879913330078125,4,4,632,368,1782.534636634084,1126561.8903527411,655972.7462813429,0.0012006759643554688,0.0009819666544596355,158.0,92.0,8,1000,222816.82957926052
59.166.0.5,149.171.126.0,56739,25151,udp,0.0016589164733886719,4,4,584,368,4822.424834722621,2816296.1034780107,1774652.3391779247,0.0004259745279947917,0.0001999537150065104,146.0,92.0,8,952,573868.555331992
59.166.0.5,149.171.126.0,51678,56558,tcp,0.26523804664611816,26,26,4568,3288,196.05030521650102,137778.12218907333,99171.29285413159,0.010596923828125,0.010588645935058594,175.69230769230768,126.46153846153847,52,7856,29618.676880400617
59.166.0.8,149.171.126.0,28225,53,udp,0.0009899139404296875,2,2,178,210,4040.7552986512524,1438508.886319846,1697117.225433526,5.0067901611328125e-06,2.86102294921875e-06,89.0,105.0,4,388,391953.2639691715
59.166.0.8,149.171.126.8,29961,80,tcp,1.075261116027832,14,18,1908,10456,29.760213145447466,14195.621670378441,77793.19716219968,0.08268116070674016,0.06321958934559542,136.28571428571428,580.8888888888889,32,12364,11498.602354072265
59.166.0.3,149.171.126.5,53485,30012,tcp,0.050267934799194336,90,92,6614,85284,3620.5983143536064,1052599.4396103187,13572707.984234415,0.000561213225461124,0.0005457689473917196,73.4888888888889,927.0,182,91898,1828163.4279805918
59.166.0.3,149.171.126.3,1236,31536,tcp,0.01556706428527832,38,40,3046,19906,5010.578653148117,1565356.1617937605,10229802.94046835,0.000412406148137273,0.00038348711453951325,80.15789473684211,497.65,78,22952,1474394.887782764
175.45.176.2,149.171.126.11,18756,80,tcp,0.7238349914550781,10,6,726,364,22.10448539913254,8023.928199885111,4023.016342642122,0.07424701584710015,0.11872358322143554,72.6,60.666666666666664,16,1090,1505.8680678159042
59.166.0.0,149.171.126.8,3921,22,tcp,0.019971132278442383,106,114,11096,14122,11015.900196979645,4444815.584934042,5656965.184790784,0.0001873039063953218,0.00017169091553814644,104.67924528301887,123.87719298245614,220,25218,1262722.5962156032
59.166.0.0,149.171.126.5,47931,111,udp,0.004778146743774414,4,4,632,376,1674.2893069208124,1058150.8419739534,629532.7794022254,0.0012366771697998047,0.001056353251139323,158.0,94.0,8,1008,210960.45267202237
59.166.0.0,149.171.126.5,3475,47119,udp,0.001667022705078125,4,4,592,368,4798.974828375286,2840993.0983981695,1766022.7368421052,0.0004273255666097005,0.00020035107930501303,148.0,92.0,8,960,575876.9794050343
59.166.0.0,149.171.126.5,48700,3296,tcp,0.696925163269043,28,30,5104,3560,83.22270891747026,58588.78707789906,40865.21982706126,0.025800078003494827,0.024015451299733127,182.28571428571428,118.66666666666667,58,8664,12431.75086312004
59.166.0.8,149.171.126.1,46460,111,udp,0.14232301712036133,4,4,632,376,56.21016306332566,35524.823056021814,21135.021311810448,0.04233598709106445,0.03397639592488607,158.0,94.0,8,1008,7082.480545979033
59.166.0.8,149.171.126.1,3836,4506,udp,0.03603506088256836,4,4,592,368,222.00600759550622,131427.55649653968,81698.21079514628,0.006997346878051758,0.0076456864674886065,148.0,92.0,8,960,26640.720911460747
175.45.176.1,149.171.126.13,10847,179,tcp,0.8338539600372314,10,8,898,482,21.58651378137762,8615.417500300935,4624.310952277339,0.0888931221432156,0.10752299853733607,89.8,60.25,18,1380,1654.9660565722843
59.166.0.7,149.171.126.1,49150,5190,tcp,0.0044329166412353516,22,14,1822,1952,8121.064056365299,3288128.6023772387,3522737.119561125,0.00021109126863025484,0.0002866158118614784,82.81818181818181,139.42857142857142,36,3774,851358.2152422955
59.166.0.8,149.171.126.1,48856,49736,tcp,0.7533538341522217,28,30,5104,3560,76.9890553026383,54200.29493305737,37804.28094860584,0.027890549765692815,0.025958792916659652,182.28571428571428,118.66666666666667,58,8664,11500.571985207902
59.166.0.1,149.171.126.4,5794,53,udp,0.0010039806365966797,2,2,178,210,3984.1405841842793,1418354.0479696034,1673339.0453573973,5.9604644775390625e-06,4.0531158447265625e-06,89.0,105.0,4,388,386461.6366658751
59.166.0.1,149.171.126.0,7473,25,tcp,0.020450115203857422,52,40,38204,3916,4498.752162660014,14945245.880196797,1531922.9103457925,0.00039376464544558056,0.0005122025807698568,734.6923076923077,97.9,92,42120,2059646.0988178237
59.166.0.3,149.171.126.2,38015,53,udp,0.0011019706726074219,2,2,162,194,3629.860666378191,1176074.855906534,1408385.9385547382,9.059906005859375e-06,4.0531158447265625e-06,81.0,97.0,4,356,323057.599307659
59.166.0.3,149.171.126.7,41956,21,tcp,0.84157395362854,52,54,3766,4604,125.95446846111285,35799.58703581517,43765.61304112933,0.0164950969172459,0.01586919010810132,72.42307692307692,85.25925925925925,106,8370,9945.650009618063
59.166.0.3,149.171.126.7,13362,56538,tcp,0.046319007873535156,6,8,416,1990,302.25172435092344,71849.55275999094,343703.38940476434,0.009201812744140624,0.006542273930140904,69.33333333333333,248.75,14,2406,51944.117770594414
59.166.0.9,149.171.126.4,38891,53,udp,0.0010499954223632812,2,2,178,210,3809.540417801998,1356196.3887375114,1600006.9754768393,9.059906005859375e-06,5.0067901611328125e-06,89.0,105.0,4,388,369525.4205267938
59.166.0.9,149.171.126.1,13372,25,tcp,0.02269911766052246,52,42,38100,4052,4141.130126986461,13427834.709632695,1428073.129748863,0.00043845176696777344,0.0005408787145847227,732.6923076923077,96.47619047619048,94,42152,1856988.4799226949
59.166.0.3,149.171.126.7,14260,6577,tcp,0.22252297401428223,8,12,552,9016,89.87836014952927,19845.14192101606,324137.31804326235,0.03174342427934919,0.02018009532581676,69.0,751.3333333333334,20,9568,42997.8074955348
59.166.0.8,149.171.126.8,12728,22,tcp,0.3317408561706543,62,58,6920,8938,361.72813136489145,166877.24460300326,215541.73587596,0.005438374691322202,0.005808524918137935,111.61290322580645,154.10344827586206,120,15858,47802.372559870404
59.166.0.4,149.171.126.6,34972,111,udp,0.2079470157623291,4,4,632,368,38.47133833910614,24313.88583031508,14157.452508791059,0.0642870267232259,0.06425031026204427,158.0,92.0,8,1000,4808.917292388267
59.166.0.4,149.171.126.6,34415,48687,udp,0.1580820083618164,4,4,584,368,50.606644506246944,29554.280391648215,18623.245178298876,0.04732497533162435,0.0076986948649088545,146.0,92.0,8,952,6022.190696243387
59.166.0.7,149.171.126.5,1711,37478,tcp,0.018882036209106445,48,50,3742,31306,5190.118211548417,1585422.2324583002,13263823.733121203,0.0003950190036854845,0.00037385979477240114,77.95833333333333,626.12,98,35048,1856155.745697438
59.166.0.7,149.171.126.5,22935,19348,tcp,0.038043975830078125,68,70,5102,60580,3627.381129048431,1072863.6823423242,12738941.959290083,0.0005609704487359346,0.0005433628524559132,75.02941176470588,865.4285714285714,138,65682,1726475.705204051
59.166.0.7,149.171.126.8,64046,53,udp,0.0010478496551513672,2,2,162,194,3817.341524459613,1236818.6539249148,1481128.5114903299,8.821487426757812e-06,5.0067901611328125e-06,81.0,97.0,4,356,339743.3956769056
59.166.0.7,149.171.126.7,19592,143,tcp,0.034281015396118164,122,126,9766,18928,7234.324804395452,2279045.6787008382,4417138.7063741,0.0002805122659226094,0.0002698402404785156,80.04918032786885,150.22222222222223,248,28694,837023.0481343673
59.166.0.3,149.171.126.7,15161,54547,tcp,0.22240114212036133,14,6,9152,416,89.92759573678896,329206.942473237,14963.951930601683,0.017107780163104717,0.04431695938110351,653.7142857142857,69.33333333333333,20,9568,43021.36180047983
59.166.0.4,149.171.126.6,16147,14762,tcp,0.4079008102416992,28,30,4704,3560,142.19143121003472,92257.7230913108,69820.89587692739,0.015095772566618744,0.013996066718265927,168.0,118.66666666666667,58,8264,20259.827371029776
59.166.0.4,149.171.126.0,64161,53,udp,0.0010640621185302734,2,2,178,210,3759.1790275599374,1338267.7338113377,1578855.1915751738,8.106231689453125e-06,5.0067901611328125e-06,89.0,105.0,4,388,364640.3656733139
59.166.0.4,149.171.126.6,19698,80,tcp,1.0087180137634277,14,18,1908,10456,31.723434660010824,15132.078332825164,82925.0582012683,0.07756776076096755,0.05930587824653177,136.28571428571428,580.8888888888889,32,12364,12257.142066761682
59.166.0.3,149.171.126.0,65139,22726,tcp,0.026928186416625977,48,50,3742,31306,3639.309327548807,1111697.592137766,9300589.208836159,0.0005661933980089553,0.0005380426134381976,77.95833333333333,626.12,98,35048,1301535.8501217407
59.166.0.3,149.171.126.1,58657,64708,tcp,0.1189570426940918,68,70,5102,60580,1160.0826388638359,343115.45643381396,4074075.7253548508,0.0017706600587759445,0.0017170422319052875,75.02941176470588,865.4285714285714,138,65682,552148.8977235832
175.45.176.2,149.171.126.11,9360,80,tcp,0.8936560153961182,10,8,726,482,20.14197822192401,6499.144972940814,4314.859334652166,0.09715890884399414,0.11845643179757255,72.6,60.25,18,1208,1351.7505384491224
59.166.0.8,149.171.126.2,59812,53,udp,0.0010619163513183594,2,2,178,210,3766.775033677593,1340971.9119892232,1582045.5141445892,8.821487426757812e-06,6.9141387939453125e-06,89.0,105.0,4,388,365377.17826672655
59.166.0.8,149.171.126.8,23398,80,tcp,4.3070228099823,332,746,23058,1099826,250.2888996783442,42828.65639171251,2042851.4981642643,0.013010939082350256,0.005780547417250256,69.45180722891567,1474.2975871313672,1078,1122884,260710.01931949708
59.166.0.2,149.171.126.7,55613,5190,tcp,0.0041561126708984375,22,14,1822,1952,8661.940339605324,3507123.399724644,3757357.231757687,0.00019791012718563988,0.00026501142061673675,82.81818181818181,139.42857142857142,36,3774,908060.0789352914
59.166.0.7,149.171.126.8,55659,22604,tcp,0.05394601821899414,90,92,6614,85284,3373.742975082425,980832.3532833037,12647309.709315585,0.0006025962615281009,0.0005863184457296853,73.4888888888889,927.0,182,91898,1703517.757824861
59.166.0.7,149.171.126.4,27474,25536,tcp,0.014926910400390625,38,40,3046,19906,5225.461794019933,1632487.858931766,10668517.17659085,0.0003949758168813345,0.00036945709815392125,80.15789473684211,497.65,78,22952,1537625.6294403272
59.166.0.9,149.171.126.7,28321,53,udp,0.0010390281677246094,2,2,162,194,3849.7512620468106,1247319.4089031667,1493703.4896741624,8.821487426757812e-06,2.1457672119140625e-06,81.0,97.0,4,356,342627.86232216615
59.166.0.9,149.171.126.6,51492,143,tcp,0.8718588352203369,122,126,9766,18928,284.4497182130697,89610.83703447867,173679.49246248332,0.007202725765133693,0.0069711837768554686,80.04918032786885,150.22222222222223,248,28694,32911.29118712025
175.45.176.2,149.171.126.17,20796,80,tcp,1.0732059478759766,10,8,1180,482,16.772176892631368,8796.074992580006,3592.9730054436977,0.11068076557583278,0.14809400694710867,118.0,60.25,18,1662,1548.6309997529631
59.166.0.8,149.171.126.0,29608,5190,tcp,0.004333972930908203,22,14,1822,1952,8306.466277918364,3363195.9018593905,3603160.4832214764,0.0002063796633765811,0.0002775375659649189,82.81818181818181,139.42857142857142,36,3774,870794.5481351084
59.166.0.2,149.171.126.3,30799,53,udp,0.001065969467163086,2,2,178,210,3752.4526951464995,1335873.159472154,1576030.1319615298,9.059906005859375e-06,5.0067901611328125e-06,89.0,105.0,4,388,363987.91142921045
59.166.0.2,149.171.126.7,53980,25,tcp,0.025524139404296875,52,42,38100,4052,3682.7882229861007,11941636.706023015,1270013.4365565686,0.000493610606474035,0.0006098514649926163,732.6923076923077,96.47619047619048,94,42152,1651456.2678224482
59.166.0.8,149.171.126.8,42670,5190,tcp,0.04691481590270996,22,14,1822,1952,767.3482098843857,310690.76409096684,332858.60126540466,0.002234038852509998,0.003551226395827073,82.81818181818181,139.42857142857142,36,3774,80443.67066954644
175.45.176.1,149.171.126.13,60805,179,tcp,0.7662930488586426,10,6,1666,364,20.879740490705544,17392.823828757715,3800.1127693084086,0.07780734697977702,0.14145517349243164,166.6,60.666666666666664,16,2030,2649.1170747582655
59.166.0.6,149.171.126.7,3641,53,udp,0.0010581016540527344,2,2,178,210,3780.355114916629,1345806.42091032,1587749.1482649841,9.059906005859375e-06,7.152557373046875e-06,89.0,105.0,4,388,366694.44614691305
59.166.0.6,149.171.126.5,5635,25,tcp,0.025313854217529297,52,40,38204,3916,3634.3734624295967,12073704.674666114,1237583.1720760262,0.000489510741888308,0.0006361496754181691,734.6923076923077,97.9,92,42120,1663910.9808427675
59.166.0.8,149.171.126.1,5591,5190,tcp,0.039880990982055664,22,14,1822,1952,902.6856934472389,365487.4074357487,391564.99413533567,0.0018990948086693173,0.0030101629403921273,82.81818181818181,139.42857142857142,36,3774,94631.55019638555
175.45.176.1,149.171.126.10,46615,80,tcp,0.5347068309783936,10,8,1690,1770,33.663306614325535,25284.883634760066,26481.801203269417,0.05941187010871039,0.06783083506992885,169.0,221.25,18,3460,6470.835604753685
59.166.0.6,149.171.126.4,6216,5190,tcp,0.12987899780273438,22,14,1822,1952,277.1810732223103,112227.53675801099,120234.98998443328,0.006184714181082589,0.009936387722308818,82.81818181818181,139.42857142857142,36,3774,29057.815842805532
59.166.0.2,149.171.126.7,44366,53,udp,0.0010600090026855469,2,2,178,210,3773.552856500225,1343384.8169140802,1584892.1997300945,9.059906005859375e-06,6.9141387939453125e-06,89.0,105.0,4,388,366034.62708052184
59.166.0.2,149.171.126.6,10198,80,tcp,1.0058510303497314,12,18,1772,10456,29.825490151925468,14093.538279789847,83161.42000760871,0.0914092714136297,0.05914012123556698,147.66666666666666,580.8888888888889,30,12228,12156.86978592482
59.166.0.5,149.171.126.6,39509,22,tcp,0.011248111724853516,62,58,6920,8938,10668.457331807198,4921714.982407054,6356978.108779516,0.0001843952741779265,0.00018515921475594505,111.61290322580645,154.10344827586206,120,15858,1409836.6363983213
175.45.176.3,149.171.126.11,7392,80,tcp,1.248326063156128,14,22,1692,19676,28.838619221793405,10843.32082739432,126095.26040177935,0.09602508178124061,0.05597461972917829,120.85714285714286,894.3636363636364,36,21368,17117.32265364671
59.166.0.2,149.171.126.9,12500,53,udp,0.0010328292846679688,2,2,178,210,3872.8568790397044,1378737.048938135,1626599.889196676,8.821487426757812e-06,6.9141387939453125e-06,89.0,105.0,4,388,375667.11726685136
59.166.0.2,149.171.126.1,35665,80,tcp,1.0108060836791992,12,18,1772,10456,29.679283182392417,14024.45061311983,82753.75598802537,0.09186092290011319,0.059430346769445086,147.66666666666666,580.8888888888889,30,12228,12097.27582514315
59.166.0.5,149.171.126.7,40323,5190,tcp,0.0047838687896728516,22,14,1822,1952,7525.2900074757035,3046906.309693496,3264303.5765761277,0.00022780327569870722,0.00031100786649263825,82.81818181818181,139.42857142857142,36,3774,788901.2357837029
59.166.0.0,149.171.126.1,34658,27277,tcp,0.047905921936035156,90,92,6614,85284,3799.112774470965,1104498.105070372,14241913.576175025,0.0005347192957160178,0.0005197027227380773,73.4888888888889,927.0,182,91898,1918301.4601556745
175.45.176.2,149.171.126.11,8685,80,tcp,1.157055139541626,10,8,726,482,15.556734839042159,5019.639774730937,3332.5983077414758,0.11171823077731663,0.14051171711512975,72.6,60.25,18,1208,1044.0297603090517
59.166.0.0,149.171.126.0,16815,34282,tcp,0.013640165328979492,38,40,3046,19906,5718.405761129853,1786488.6100924648,11674931.803184703,0.00035959965473896747,0.00033736228942871094,80.15789473684211,497.65,78,22952,1682677.551659646
59.166.0.7,149.171.126.3,16745,53,udp,0.0010478496551513672,2,2,178,210,3817.341524459613,1358973.5827076223,1603283.4402730376,3.814697265625e-06,5.9604644775390625e-06,89.0,105.0,4,388,370282.12787258247
59.166.0.7,149.171.126.1,64495,80,tcp,1.0069339275360107,12,18,1772,10456,29.793414621961,14078.381522697304,83071.98487659312,0.09150771661238237,0.05920052528381348,147.66666666666666,580.8888888888889,30,12228,12143.795799911304
59.166.0.6,149.171.126.5,61622,53,udp,0.0011260509490966797,2,2,162,194,3552.2371374126615,1150924.8325217024,1378268.0093161126,9.059906005859375e-06,6.9141387939453125e-06,81.0,97.0,4,356,316149.1052297269
59.166.0.6,149.171.126.6,56204,143,tcp,0.534682035446167,122,126,9766,18928,463.82706647896947,146120.48810431018,283203.82949399785,0.004415801733978523,0.0042734165191650395,80.04918032786885,150.22222222222223,248,28694,53665.539699788504
59.166.0.8,149.171.126.2,20593,53,udp,0.0010530948638916016,2,2,178,210,3798.3282771111612,1352204.8666515735,1595297.8763866879,9.059906005859375e-06,8.106231689453125e-06,89.0,105.0,4,388,368437.84287978266
59.166.0.8,149.171.126.9,60250,80,tcp,5.947778940200806,338,746,23466,1099826,182.2529066561782,31562.70632910611,1479309.8547309067,0.017648287979714596,0.007982885757548698,69.42603550295858,1474.2975871313672,1084,1123292,188859.0701325016
59.166.0.4,149.171.126.0,58437,53,udp,0.0010929107666015625,2,2,178,210,3659.951134380454,1302942.6038394414,1537179.4764397906,9.059906005859375e-06,6.9141387939453125e-06,89.0,105.0,4,388,355015.260034904
