src_ip,dst_ip,src_port,dst_port,proto,dur,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sinpkt,dinpkt,smean,dmean,total_packets,total_bytes,total_load,prediction,attack_probability,prediction_label
175.45.176.1,149.171.126.14,1111,111,udp,8.106231689453125e-06,2,0,200,0,246723.76470588235,197379011.7647059,0.0,8.106231689453125e-06,0.0,100.0,0.0,2,200,24672376.47058824,1,0.9391342783831753,Attack
175.45.176.2,149.171.126.11,9320,80,tcp,0.3744280338287353,10,6,918,364,42.731843116529184,19613.91599048689,7777.195447208311,0.0399808883666992,0.0599236011505126,91.8,60.66666666666666,16,1282,3423.888929711901,1,0.7433333333333333,Attack
59.166.0.3,149.171.126.7,52860,111,udp,0.0043089389801025,4,4,632,368,1856.6055441819287,1173374.703922979,683230.8402589498,0.0011429786682128,0.0009652773539225,158.0,92.0,8,1000,232075.6930227411,0,0.03333333333333333,Normal
59.166.0.3,149.171.126.7,2083,28274,udp,0.0016601085662841,4,4,584,368,4818.961941691799,2814273.773948011,1773377.9945425822,0.0004393259684244,0.0001966953277587,146.0,92.0,8,952,573456.4710613241,0,0.05,Normal
59.166.0.3,149.171.126.7,49233,1878,tcp,0.0045669078826904,18,18,4024,2744,7882.795301487862,7048970.731819368,4806753.401618376,0.0002509425668155,0.0002395826227524,223.55555555555557,152.44444444444446,36,6768,1481965.5166797182,0,0.05333333333333334,Normal
59.166.0.0,149.171.126.6,46815,47004,tcp,0.0178389549255371,48,50,3742,31306,5493.595359653578,1678125.211087648,14039387.45545428,0.0003729779669579,0.0003507137298583,77.95833333333333,626.12,98,35048,1964689.0833177408,0,0.06,Normal
59.166.0.0,149.171.126.8,4588,2385,tcp,0.0289821624755859,68,70,5102,60580,4761.549457058243,1408314.5118789074,16722009.629483383,0.0004276268517793,0.0004120875095975,75.02941176470588,865.4285714285714,138,65682,2266290.5176702864,0,0.06,Normal
59.166.0.5,149.171.126.5,50019,53,udp,0.001039981842041,2,2,162,194,3846.220999541495,1246175.6038514443,1492333.7478221,9.059906005859377e-06,6.9141387939453125e-06,81.0,97.0,4,356,342313.66895919305,0,0.05,Normal
59.166.0.5,149.171.126.6,43604,143,tcp,1.2118151187896729,122,126,9768,17148,204.6516800745113,64485.08422476859,113205.38741670064,0.0100120177938918,0.0096901760101318,80.06557377049181,136.0952380952381,248,26916,22211.30895518365,0,0.06,Normal
59.166.0.1,149.171.126.8,39552,4378,tcp,0.0166680812835693,48,50,3742,31306,5879.500965513295,1796007.5602408778,15025604.671539528,0.0003473403606008,0.0003280834275849,77.95833333333333,626.12,98,35048,2102701.5289725508,0,0.06,Normal
59.166.0.1,149.171.126.6,12385,44803,tcp,0.0315830707550048,68,70,5102,60580,4369.429466516694,1292337.9210532275,15344929.685888777,0.0004658200847568,0.0004505523736926,75.02941176470588,865.4285714285714,138,65682,2079658.4508677504,0,0.06,Normal
175.45.176.2,149.171.126.11,7875,80,tcp,32.550047874450684,20,14,2352,846,1.0445453146840813,578.0636659145787,207.9259614641724,1.712136419195878,2.4991872310638428,117.6,60.42857142857143,34,3198,98.24870342234388,1,0.73,Attack
59.166.0.6,149.171.126.1,9892,111,udp,0.0046789646148681,4,4,632,376,1709.779974522293,1080580.9438980892,642877.2704203821,0.0012026627858479,0.0010593732198079,158.0,94.0,8,1008,215432.2767898089,0,0.03333333333333333,Normal
59.166.0.6,149.171.126.1,41263,41901,udp,0.0017309188842773,4,4,592,368,4621.82258953168,2736118.9730027546,1700830.7129476585,0.0004510084788004,0.000208298365275,148.0,92.0,8,960,554618.7107438017,0,0.05,Normal
59.166.0.6,149.171.126.1,12658,11385,tcp,0.0046820640563964,18,18,4424,2744,7688.916590284143,7559059.3323149,4688530.471942153,0.0002568749820484,0.000245823579676,245.77777777777777,152.44444444444446,36,7168,1530948.7255321315,0,0.056666666666666664,Normal
59.166.0.4,149.171.126.3,39455,53,udp,0.0010609626770019,2,2,162,194,3770.1608988764046,1221532.131235955,1462822.428764045,7.867813110351562e-06,5.960464477539063e-06,81.0,97.0,4,356,335544.32,0,0.05,Normal
59.166.0.4,149.171.126.0,41193,143,tcp,1.3618087768554688,122,126,9768,17148,182.11073699543405,57382.50577327096,100736.61025799044,0.0112518003164244,0.0108902473449707,80.06557377049181,136.0952380952381,248,26916,19764.889503907674,0,0.07,Normal
59.166.0.0,149.171.126.9,41510,53,udp,0.0010590553283691,2,2,178,210,3776.950923007654,1344594.5285907248,1586319.3876632147,8.106231689453125e-06,6.9141387939453125e-06,89.0,105.0,4,388,366364.23953174247,0,0.056666666666666664,Normal
59.166.0.0,149.171.126.2,13530,80,tcp,1.15464186668396,348,746,24146,1099826,947.4799343123434,167296.8957506826,7620205.237550328,0.0033266049640666,0.001549139598872,69.38505747126437,1474.2975871313672,1094,1123972,973437.7666626264,0,0.05,Normal
59.166.0.6,149.171.126.7,13562,22,tcp,0.1097650527954101,62,58,6920,8938,1093.24413320938,504349.960120594,651427.7375083625,0.0017994270950067,0.0019141582020542,111.61290322580643,154.10344827586206,120,15858,144472.21220361957,0,0.043333333333333335,Normal
59.166.0.3,149.171.126.0,17030,5190,tcp,0.0055549144744873,22,16,1822,2088,6840.789390102579,2623982.7934246105,3007066.999270355,0.0002645197368803,0.0003268718719482,82.81818181818181,130.5,38,3910,703881.2240868707,0,0.04666666666666667,Normal
175.45.176.2,149.171.126.11,1192,80,tcp,0.2562808990478515,10,6,2710,364,62.43149629739887,84594.67748297547,11362.532326126597,0.0275206565856933,0.0393196105957031,271.0,60.66666666666666,16,3074,11994.65122613776,1,0.7066666666666667,Attack
59.166.0.2,149.171.126.9,36423,5190,tcp,0.1633210182189941,22,24,2272,4696,281.6538893868482,111290.02377163812,230025.5068801112,0.0077610924130394,0.0070751335309899,103.27272727272728,195.66666666666663,46,6968,42664.44133146866,0,0.05,Normal
175.45.176.2,149.171.126.18,12617,80,tcp,0.3095719814300537,10,6,1020,364,51.68426395079014,26358.97461490297,9406.536039043804,0.0315340095096164,0.0533626079559326,102.0,60.66666666666666,16,1384,4470.688831743347,1,0.7166666666666667,Attack
59.166.0.1,149.171.126.2,18655,40129,tcp,0.1292171478271484,90,92,6614,85284,1408.4817925516998,409481.2560851403,5280042.250372711,0.0014480231853013,0.0014141889718862,73.4888888888889,927.0,182,91898,711190.4383072313,0,0.05333333333333334,Normal
59.166.0.4,149.171.126.8,1463,5190,tcp,0.2963540554046631,22,24,2272,4696,155.21974193060493,61332.04411588424,126767.28836628188,0.0140955788748604,0.0128622573354969,103.27272727272728,195.66666666666663,46,6968,23512.416560270765,0,0.10333333333333333,Normal
175.45.176.2,149.171.126.11,6537,80,tcp,0.3752810955047607,20,8,17606,482,74.61073935083095,375313.3362887799,10274.964676314434,0.018800748021979,0.0455013002668108,880.3,60.25,28,18088,48198.5376206368,1,0.7166666666666667,Attack
59.166.0.1,149.171.126.8,64570,18208,tcp,0.0445468425750732,38,40,3046,19906,1750.9658483325572,547019.6896431764,3574843.710452091,0.0011956176242312,0.0011302568973639,80.15789473684211,497.65,78,22952,515232.9250119084,0,0.04666666666666667,Normal
59.166.0.3,149.171.126.8,21745,111,udp,0.0045142173767089,4,4,632,376,1772.1787261011937,1120016.9548959543,666339.2010140488,0.001172383626302,0.0010007222493489,158.0,94.0,8,1008,223294.5194887504,0,0.03333333333333333,Normal
59.166.0.3,149.171.126.8,58935,20319,udp,0.0016469955444335,4,4,592,368,4857.329473074696,2875539.04806022,1787497.246091488,0.0004253387451171,0.0001932779947916,148.0,92.0,8,960,582879.5367689636,0,0.05,Normal
59.166.0.3,149.171.126.8,61972,22887,tcp,0.3271520137786865,28,28,5104,3424,171.17424818262975,124810.4803891632,83728.66082533204,0.0121054031230785,0.0120713710784912,182.28571428571428,122.28571428571428,56,8528,26067.392651811904,0,0.10666666666666667,Normal
59.166.0.0,149.171.126.9,51556,61786,tcp,0.0506958961486816,90,92,6614,85284,3590.034180798932,1043713.673485896,13458130.772538727,0.0005655261907684,0.0005508569570688,73.4888888888889,927.0,182,91898,1812730.555753078,0,0.05333333333333334,Normal
59.166.0.0,149.171.126.5,32666,56807,tcp,0.0381660461425781,38,40,3046,19906,2043.701349325337,638473.2625687156,4172504.51894053,0.0010231056728878,0.0009659987229567,80.15789473684211,497.65,78,22952,601372.2226886557,0,0.04666666666666667,Normal
59.166.0.3,149.171.126.8,55514,5190,tcp,0.2718629837036133,22,14,1822,1952,132.41964576997148,53615.24324286401,57440.69967621874,0.0129458563668387,0.0208589297074538,82.81818181818181,139.42857142857142,36,3774,13881.992864885344,0,0.16,Normal
59.166.0.9,149.171.126.4,27536,53963,tcp,0.0669770240783691,90,92,6614,85284,2717.3497554481314,790002.2541773161,10186657.430489602,0.0007491138543975,0.0007295267922537,73.4888888888889,927.0,182,91898,1372082.4605833648,0,0.056666666666666664,Normal
175.45.176.2,149.171.126.11,2984,80,tcp,0.4610350131988525,10,8,670,482,39.04258783971421,11626.015045603786,8363.789928329888,0.0493334399329291,0.0575358527047293,67.0,60.25,18,1152,2498.7256217417093,1,0.72,Attack
59.166.0.9,149.171.126.8,29020,27060,tcp,0.0419521331787109,38,40,3046,19906,1859.2618322345988,580852.4657422141,3795945.234098659,0.0011249490686365,0.0010629005921192,80.15789473684211,497.65,78,22952,547099.7124801091,0,0.04666666666666667,Normal
59.166.0.3,149.171.126.7,57067,53,udp,0.000978946685791,2,2,178,210,4086.02435460302,1454624.670238675,1716130.2289332685,9.5367431640625e-07,7.867813110351562e-06,89.0,105.0,4,388,396344.3623964929,0,0.056666666666666664,Normal
59.166.0.3,149.171.126.8,31171,80,tcp,1.048065185546875,14,18,1908,10456,30.53245202806977,14563.97961738928,79811.82960137437,0.0805947047013502,0.0616195342120002,136.28571428571428,580.8888888888889,32,12364,11796.976152345456,1,0.6833333333333333,Attack
59.166.0.2,149.171.126.6,51132,5190,tcp,0.2423419952392578,22,24,2272,4696,189.81439826219727,75001.44571334125,155020.59378074406,0.0115221909114292,0.0105111391648002,103.27272727272728,195.66666666666663,46,6968,28752.754936760663,0,0.07,Normal
59.166.0.2,149.171.126.8,32538,53,udp,0.0010690689086914,2,2,178,210,3741.573595004461,1332000.199821588,1571460.9099018734,8.106231689453125e-06,6.9141387939453125e-06,89.0,105.0,4,388,362932.6387154327,0,0.056666666666666664,Normal
59.166.0.2,149.171.126.8,1372,80,tcp,6.221650123596191,346,746,24010,1099826,175.51613772984237,30872.83858530048,1414192.0270685833,0.0180327913035517,0.0083504673618598,69.39306358381504,1474.2975871313672,1092,1123836,180633.1082067355,0,0.11,Normal
59.166.0.7,149.171.126.1,46749,5190,tcp,0.3512990474700928,22,24,2272,4696,130.94256967467618,51739.39448710683,106940.22733778771,0.0167114394051688,0.0152467333752176,103.27272727272728,195.66666666666663,46,6968,19834.952728111817,0,0.12333333333333334,Normal
175.45.176.1,149.171.126.13,37909,179,tcp,0.2498719692230224,10,6,770,364,64.03279267279176,24652.625179024828,11653.9682664481,0.026642984814114,0.0423140048980712,77.0,60.66666666666666,16,1134,4538.324180684116,1,0.7466666666666667,Attack
59.166.0.5,149.171.126.2,48578,53,udp,0.0010321140289306,2,2,162,194,3875.5407715407714,1255675.20997921,1503709.8193578194,9.059906005859377e-06,6.198883056640625e-06,81.0,97.0,4,356,344923.1286671287,0,0.05,Normal
59.166.0.5,149.171.126.4,42071,21,tcp,0.0209720134735107,52,54,3766,4606,5054.354944692655,1436581.1865443424,1757008.2170003296,0.0004043906342749,0.0003854553654508,72.42307692307692,85.29629629629629,106,8372,399198.675443084,0,0.05333333333333334,Normal
59.166.0.5,149.171.126.4,45101,25740,tcp,0.0028049945831298,6,8,416,1954,4991.096982575436,1186455.0541436465,5572916.2879728,0.0004985809326171,0.0003325939178466,69.33333333333333,244.25,14,2370,844921.4177645559,0,0.03333333333333333,Normal
59.166.0.5,149.171.126.4,45971,11922,tcp,0.0041818618774414,10,12,688,9016,5260.814595210946,1316160.1605473205,17247819.778335232,0.0004234313964843,0.0003366253592751,68.8,751.3333333333334,22,9704,2320497.4923603195,0,0.056666666666666664,Normal
59.166.0.5,149.171.126.4,9159,23183,tcp,0.0034129619598388,14,8,9152,552,6446.013831645128,21452334.031714983,1293890.7763884035,0.0002625355353722,0.0004008838108607,653.7142857142857,69.0,22,9704,2843278.1010129238,0,0.08,Normal
59.166.0.3,149.171.126.5,6487,22,tcp,0.010059118270874,62,58,6920,8938,11929.475006517978,5503464.469673627,7108376.507217179,0.000164903578211,0.0001653662899084,111.61290322580643,154.10344827586206,120,15858,1576480.1221113508,0,0.04666666666666667,Normal
175.45.176.2,149.171.126.11,9358,80,tcp,0.3204159736633301,10,6,726,364,49.93508849471919,18126.437123583062,9088.186106038893,0.0327031082577175,0.0527328014373779,72.6,60.66666666666666,16,1090,3401.8279037027446,1,0.7133333333333334,Attack
59.166.0.2,149.171.126.9,42469,53,udp,0.0009810924530029,2,2,178,210,4077.0877278250314,1451443.2311057108,1712376.8456865128,9.059906005859377e-06,8.106231689453125e-06,89.0,105.0,4,388,395477.5095990279,0,0.056666666666666664,Normal
59.166.0.2,149.171.126.7,44044,80,tcp,1.0068259239196775,14,18,1908,10456,31.78305130982393,15160.515474786014,83080.89612387975,0.077417832154494,0.0591980569502886,136.28571428571428,580.8888888888889,32,12364,12280.17644983322,1,0.68,Attack
59.166.0.5,149.171.126.9,13416,53,udp,0.001039981842041,2,2,178,210,3846.220999541495,1369254.6758367722,1615412.8198074277,9.059906005859377e-06,7.867813110351562e-06,89.0,105.0,4,388,373083.436955525,0,0.056666666666666664,Normal
59.166.0.5,149.171.126.6,16412,80,tcp,1.0068998336791992,14,18,1908,10456,31.7807183293222,15159.402643086689,83074.79771284823,0.0774274605971116,0.059188351911657,136.28571428571428,580.8888888888889,32,12364,12279.275044491864,1,0.68,Attack
175.45.176.1,149.171.126.13,60301,179,tcp,0.2860109806060791,10,6,770,364,55.941908125676775,21537.63462838556,10181.427278873174,0.0306958887312147,0.045104169845581,77.0,60.66666666666666,16,1134,3964.8827384073415,1,0.71,Attack
59.166.0.4,149.171.126.0,14046,5190,tcp,0.1278960704803466,22,14,1822,1952,281.4785463290054,113967.53586921062,122099.13831871522,0.0060902890704926,0.0097836164327768,82.81818181818181,139.42857142857142,36,3774,29508.33427349073,0,0.056666666666666664,Normal
175.45.176.2,149.171.126.11,7784,80,tcp,0.3030679225921631,10,6,918,364,52.79344598118725,24232.191705364945,9608.40716857608,0.0307685534159342,0.0471829891204833,91.8,60.66666666666666,16,1282,4230.074859242628,1,0.74,Attack
59.166.0.7,149.171.126.4,34848,56487,tcp,0.0450170040130615,90,92,6614,85284,4042.91675979133,1175378.085681752,15155873.096353574,0.0005004272032319,0.000488118810968,73.4888888888889,927.0,182,91898,2041406.397754416,0,0.06333333333333334,Normal
59.166.0.7,149.171.126.6,34646,12904,tcp,0.0167109966278076,38,40,3046,19906,4667.585167853219,1458201.479105734,9529533.369362686,0.0004432974634943,0.0004153618445763,80.15789473684211,497.65,78,22952,1373466.8560585524,0,0.06,Normal
59.166.0.4,149.171.126.2,14627,53,udp,0.0010828971862792,2,2,178,210,3693.794804051079,1314990.950242184,1551393.817701453,9.059906005859377e-06,6.9141387939453125e-06,89.0,105.0,4,388,358298.0959929546,0,0.056666666666666664,Normal
59.166.0.4,149.171.126.7,16337,80,tcp,1.0796949863433838,12,18,1772,10456,27.78562499544558,13129.633997847885,77473.73198730107,0.0981209928339177,0.0634791710797478,147.66666666666666,580.8888888888889,30,12228,11325.42074814362,1,0.6766666666666666,Attack
175.45.176.1,149.171.126.13,61421,179,tcp,0.5236461162567139,10,6,834,364,30.554986475171543,12741.429360146536,5561.007538481222,0.0565486749013265,0.0910556316375732,83.4,60.66666666666666,16,1198,2287.80461232847,1,0.7433333333333333,Attack
59.166.0.2,149.171.126.9,17490,5190,tcp,0.0774109363555908,22,24,2272,4696,594.2312826277777,234798.86506614104,485306.10490783374,0.0036697614760625,0.0033429187277088,103.27272727272728,195.66666666666663,46,6968,90013.12124674684,0,0.04666666666666667,Normal
59.166.0.1,149.171.126.1,63818,5190,tcp,0.3914179801940918,22,24,2272,4696,117.5214280580316,46436.292964843095,95979.23933226372,0.0186215241750081,0.0169912213864533,103.27272727272728,195.66666666666663,46,6968,17801.941537138355,0,0.19666666666666666,Normal
175.45.176.2,149.171.126.11,8585,80,tcp,0.3168060779571533,10,6,1686,364,50.504081560467824,42574.94075547438,9191.742844005144,0.033746666378445,0.0518085956573486,168.6,60.66666666666666,16,2050,6470.835449934941,1,0.6933333333333334,Attack
59.166.0.5,149.171.126.7,64916,111,udp,0.0046651363372802,4,4,632,376,1714.8480605100424,1083783.9742423468,644782.8707517759,0.0012013912200927,0.0010379950205485,158.0,94.0,8,1008,216070.85562426536,0,0.03333333333333333,Normal
59.166.0.5,149.171.126.7,60181,34464,udp,0.001598834991455,4,4,592,368,5003.64330450343,2962156.8362660306,1841340.7360572624,0.0004056294759114,0.0002106030782063,148.0,92.0,8,960,600437.1965404116,0,0.05,Normal
59.166.0.5,149.171.126.7,59289,60005,tcp,0.0048341751098632,18,18,4424,2744,7446.978891300059,7321207.692246991,4541002.239494969,0.0002660050111658,0.0002532426048727,245.77777777777777,152.44444444444446,36,7168,1482776.241467745,0,0.056666666666666664,Normal
59.166.0.3,149.171.126.9,60303,5190,tcp,0.3859279155731201,22,14,1822,1952,93.28166879697832,37768.71123290989,40463.51499815593,0.0183775197891961,0.0296297806959885,82.81818181818181,139.42857142857142,36,3774,9779.028278883226,0,0.4066666666666667,Normal
59.166.0.1,149.171.126.3,23879,53,udp,0.0010759830474853,2,2,162,194,3717.530689120319,1204479.9432749834,1442401.9073786838,8.821487426757812e-06,5.960464477539063e-06,81.0,97.0,4,356,330860.2313317084,0,0.05,Normal
59.166.0.1,149.171.126.0,55449,143,tcp,0.0324649810791015,122,126,9762,16556,7639.000293754773,2405545.834439809,4079718.995593678,0.0002654958362421,0.0002553768157958,80.01639344262296,131.3968253968254,248,26318,810658.103754186,0,0.06,Normal
175.45.176.2,149.171.126.14,20750,80,tcp,0.3537139892578125,10,8,954,1552,50.88857253785428,21576.754756050213,35101.80647944437,0.0393015543619791,0.044550997870309,95.4,194.0,18,2506,7084.820154436823,1,0.7666666666666667,Attack
59.166.0.0,149.171.126.1,25248,53,udp,0.0009529590606689,2,2,178,210,4197.4520890668,1494292.943707781,1762929.877408056,8.106231689453125e-06,5.960464477539063e-06,89.0,105.0,4,388,407152.8526394796,0,0.056666666666666664,Normal
59.166.0.0,149.171.126.5,54395,80,tcp,3.5668628215789795,322,746,22378,1099826,299.4227850700514,50190.88452657386,2466763.7753741904,0.0111107440009666,0.0047869515899043,69.4968944099379,1474.2975871313672,1068,1122204,314619.3324875955,0,0.05333333333333334,Normal
59.166.0.8,149.171.126.8,31092,53,udp,0.0011501312255859,2,2,178,210,3477.8640132669984,1238119.5887230514,1460702.8855721394,8.106231689453125e-06,9.5367431640625e-07,89.0,105.0,4,388,337352.8092868988,0,0.056666666666666664,Normal
59.166.0.8,149.171.126.5,1179,80,tcp,1.010802984237671,14,18,1908,10456,31.65799913435536,15100.865587087506,82754.0097372049,0.0777271527510422,0.0594245265511905,136.28571428571428,580.8888888888889,32,12364,12231.859415536552,1,0.68,Attack
175.45.176.1,149.171.126.13,12442,179,tcp,0.4117441177368164,10,6,834,364,38.8590858029624,16204.23877983532,7072.353616139157,0.0410499042934841,0.071121597290039,83.4,60.66666666666666,16,1198,2909.574049496809,1,0.76,Attack
10.40.85.10,10.40.198.10,59774,53,udp,4.999849081039429,4,0,384,0,0.8000241477625625,614.4185454816479,0.0,1.6666163603464763,0.0,96.0,0.0,4,384,76.80231818520599,1,0.7633333333333333,Attack
59.166.0.3,149.171.126.8,29466,59120,tcp,0.054880142211914,90,92,6614,85284,3316.317936954784,964137.443297536,12432037.755395684,0.000613022386358,0.0005966176043499,73.4888888888889,927.0,182,91898,1674521.8998366524,0,0.056666666666666664,Normal
59.166.0.3,149.171.126.1,50557,56697,tcp,0.0139009952545166,38,40,3046,19906,5611.109030100334,1752968.0108395503,11455870.395197667,0.0003669197494919,0.0003415132180238,80.15789473684211,497.65,78,22952,1651104.8007546524,0,0.05,Normal
175.45.176.2,149.171.126.11,8684,80,tcp,0.3681991100311279,10,6,2710,364,43.4547492487077,58881.18523199893,7908.764363264801,0.0376236703660753,0.0606274127960205,271.0,60.66666666666666,16,3074,8348.743699407967,1,0.6966666666666667,Attack
59.166.0.4,149.171.126.0,52030,53,udp,0.001072883605957,2,2,178,210,3728.2702222222224,1327264.199111111,1565873.4933333334,8.106231689453125e-06,5.0067901611328125e-06,89.0,105.0,4,388,361642.2115555556,0,0.056666666666666664,Normal
59.166.0.4,149.171.126.4,32159,25,tcp,0.0223548412322998,52,42,38100,4052,4204.905730405384,13634630.496037882,1450066.2144342652,0.000431780721627,0.0005321444534673,732.6923076923077,96.47619047619048,94,42152,1885587.0888090185,0,0.18333333333333332,Normal
59.166.0.0,149.171.126.8,53977,53,udp,0.0010437965393066,2,2,162,194,3832.164458656921,1241621.2846048423,1486879.8099588854,7.867813110351562e-06,5.0067901611328125e-06,81.0,97.0,4,356,341062.636820466,0,0.05,Normal
59.166.0.0,149.171.126.8,47462,143,tcp,1.0634629726409912,122,126,9768,17148,233.200408834282,73480.69656429892,128997.43905452476,0.0087861325129989,0.00850337600708,80.06557377049181,136.0952380952381,248,26916,25309.76695235296,0,0.06,Normal
59.166.0.0,149.171.126.7,53097,30912,tcp,0.0169169902801513,48,50,3742,31306,5792.992629131139,1769581.911690508,14804524.673271792,0.0003533414069642,0.0003332459196752,77.95833333333333,626.12,98,35048,2071763.323120288,0,0.06,Normal
59.166.0.0,149.171.126.3,46746,33183,tcp,0.0358979701995849,68,70,5102,60580,3844.2284962840463,1137000.2195965915,13500484.771297827,0.000531178801807,0.000513145889061,75.02941176470588,865.4285714285714,138,65682,1829685.6238618025,0,0.04666666666666667,Normal
59.166.0.1,149.171.126.5,3080,53,udp,0.0010130405426025,2,2,178,210,3948.509296305013,1405669.3094845847,1658373.9044481055,5.0067901611328125e-06,4.0531158447265625e-06,89.0,105.0,4,388,383005.4017415863,0,0.056666666666666664,Normal
59.166.0.1,149.171.126.2,4939,25,tcp,0.0274739265441894,52,42,38100,4052,3421.4257597584046,11094155.016748529,1179882.313067324,0.0005313695645799,0.0006568024798137,732.6923076923077,96.47619047619048,94,42152,1534254.6662269817,0,0.18333333333333332,Normal
175.45.176.1,149.171.126.13,62752,179,tcp,0.3132429122924804,10,6,662,364,51.078569928058,16907.006646187194,9296.299726906554,0.0332446628146701,0.0491333961486816,66.2,60.66666666666666,16,1026,3275.4132966367188,1,0.6866666666666666,Attack
59.166.0.7,149.171.126.3,3713,53,udp,0.0010199546813964,2,2,162,194,3921.742870500234,1270644.6900420757,1521636.2337540907,9.059906005859377e-06,6.9141387939453125e-06,81.0,97.0,4,356,349035.1154745208,0,0.05,Normal
59.166.0.7,149.171.126.8,43187,143,tcp,1.3448388576507568,122,126,9762,16556,184.4087108199869,58070.89790402298,98486.14891405495,0.0111115037902327,0.0107546558380126,80.01639344262296,131.3968253968254,248,26318,19569.630852259743,0,0.07333333333333333,Normal
175.45.176.2,149.171.126.11,8377,80,tcp,0.5568790435791016,20,8,17606,482,50.28021851934307,252923.86492901543,6924.304378949531,0.0293094233462685,0.0676569938659668,880.3,60.25,28,18088,32481.021163495625,1,0.7733333333333333,Attack
59.166.0.9,149.171.126.2,6088,53,udp,0.000978946685791,2,2,178,210,4086.02435460302,1454624.670238675,1716130.2289332685,7.867813110351562e-06,9.059906005859377e-06,89.0,105.0,4,388,396344.3623964929,0,0.056666666666666664,Normal
59.166.0.9,149.171.126.9,7602,80,tcp,3.654641151428223,354,746,24554,1099826,300.9871433123122,53748.64230465828,2407516.260949869,0.0103521644224863,0.0049049115020956,69.36158192090396,1474.2975871313672,1100,1124380,307658.11290681595,0,0.056666666666666664,Normal
59.166.0.3,149.171.126.3,8726,53,udp,0.0010499954223632,2,2,164,196,3809.540417801998,1249529.2570390557,1493339.8437783832,8.821487426757812e-06,2.1457672119140625e-06,82.0,98.0,4,360,342858.63760217984,0,0.05,Normal
59.166.0.3,149.171.126.8,10630,80,tcp,0.0040278434753417,8,10,1186,982,4468.89262460045,2355602.9567893925,1950423.3588256184,0.0005272797175816,0.0003867679172092,148.25,98.2,18,2168,538253.2894518764,0,0.04666666666666667,Normal
59.166.0.3,149.171.126.2,12790,6881,tcp,0.3546650409698486,218,438,16110,555224,1849.6325383695453,363385.1243065046,12523907.030288933,0.0016329398352978,0.0008103869326873,73.89908256880734,1267.6347031963471,656,571334,1610911.5193244298,0,0.07,Normal
59.166.0.3,149.171.126.2,13750,6881,tcp,0.695763111114502,230,438,16926,555224,960.0968912105302,194617.96383987347,6384057.920065573,0.0030368998581665,0.0015910501065461,73.59130434782608,1267.6347031963471,668,572150,822334.4854881809,0,0.06666666666666667,Normal
59.166.0.3,149.171.126.2,34143,6881,tcp,1.115422010421753,200,388,14818,491318,527.154740094891,106277.26447246388,3523817.858420975,0.0056035530627073,0.0028810365563523,74.09,1266.2835051546392,588,506136,453761.8903616799,0,0.07333333333333333,Normal
59.166.0.3,149.171.126.2,37121,6881,tcp,0.0179579257965087,16,18,1796,1932,1893.314427583277,800092.4028093095,860678.4644919743,0.0011764685312906,0.0010290566612692,112.25,107.33333333333331,34,3728,207596.35841266048,0,0.04,Normal
59.166.0.3,149.171.126.2,35997,6881,tcp,0.0169899463653564,16,18,1796,1932,2001.1834804451244,845676.5955010455,909714.4668752896,0.0011098066965738,0.0009697605581844,112.25,107.33333333333331,34,3728,219423.88279704185,0,0.04,Normal
59.166.0.3,149.171.126.2,41480,6881,tcp,0.0132598876953125,16,18,1796,1932,2564.124280782509,1083568.754890679,1165620.7318757193,0.0008633931477864,0.0007533466114717,112.25,107.33333333333331,34,3728,281148.68584579974,0,0.03,Normal
59.166.0.1,149.171.126.1,11195,22,tcp,0.3308091163635254,108,114,11232,14122,671.0818687234868,271624.9207027821,341514.1675716425,0.0030887750821692,0.0029174163278225,104.0,123.87719298245614,222,25354,76642.38603430308,0,0.05,Normal
175.45.176.0,149.171.126.12,17241,111,udp,4.0531158447265625e-06,2,0,200,0,493447.5294117647,394758023.5294118,0.0,4.0531158447265625e-06,0.0,100.0,0.0,2,200,49344752.94117648,1,0.919533591843134,Attack
175.45.176.1,149.171.126.13,10172,179,tcp,0.5374579429626465,10,8,770,482,33.490992617539575,11461.361918002433,7174.514862957367,0.0597175492180718,0.0629851477486746,77.0,60.25,18,1252,2329.484597619975,1,0.76,Attack
59.166.0.2,149.171.126.6,36161,5190,tcp,0.0115938186645507,24,24,2408,4696,4140.137204902525,1661575.0649008802,3240347.38570371,0.0004883019820503,0.0004554727803105,100.33333333333331,195.66666666666663,48,7104,612740.3063255737,0,0.04666666666666667,Normal
59.166.0.6,149.171.126.0,34229,53,udp,0.0010249614715576,2,2,162,194,3902.585717608746,1264437.7725052338,1514203.2584321934,9.059906005859377e-06,5.960464477539063e-06,81.0,97.0,4,356,347330.1288671784,0,0.05,Normal
59.166.0.6,149.171.126.0,35972,21,tcp,0.8825650215148926,52,54,3766,4606,120.10446529826736,34136.86160854905,41751.031484061845,0.0172989976172353,0.0166418867291144,72.42307692307692,85.29629629629629,106,8372,9485.98663657636,0,0.15666666666666668,Normal
59.166.0.6,149.171.126.0,17453,25740,tcp,0.0546209812164306,6,8,416,1954,256.3117631396308,60928.967694906525,286190.39152847923,0.0099825859069824,0.0077287128993443,69.33333333333333,244.25,14,2370,43389.91990292322,0,0.05,Normal
